id;"nome_pais,""quantidade"",""preco_medio"",""descricao_mais_longa""";
1564;"England,1,550,""This is a class act. Fresh white breadcrumb and crisp, ripe red apple combine to create an appetizing nose. The lively fizz on the palate makes the tart but ripe red-apple notions stand out, painted against a mellow, yeasty backdrop and resonant, bready depth. This wine is crisp and rich in equal measure, bold and full flavored, yet elegant and smooth. Outstanding freshness, brightness and purity become apparent on the long finish.""";
1565;"Germany,1,980,""While the nose is demure, the palate on this dainty auslese bursts of sweet yellow peaches and cherries. Luscious and clingy, it's irresistibly juicy, yet remarkably mineral and structured, with a nervous tension throughout. It's delicious now, yet should gain even more mineral complexity from 2020 and on.""";
1566;"Slovenia,2,260,""The color of light straw, this wine offers a clean aroma of ripe pineapple. It is soft in the mouth, with a flavor of slightly tart lemon curd and a hint of lemon blossom.""";
1567;"Hungary,2,1540,""This unique and delicious dessert wine from Hungary offers apricot and honey on the nose and palate, as well as an earthier element of tobacco and mocha. It's dense but delicate, too, with a weight and complexity that unfolds in the mouth.""";
1568;"Germany,1,1160,""Bold, ripe black-cherry and berry flavors pulsate from the core of this voluptuous Pinot Noir. It's a densely concentrated, full-bodied wine but neatly integrated, nuanced by subtle shades of spice, dark toast and bramble. Crisp cranberry acidity freshens the finish. Drink now through 2030.""";
1569;"Italy,11,10230,""This wine smells more like an Amarone than a Brunello. Aromas recall nail varnish, raisin, prune and overripe black fruit with whiffs of toast and espresso. The extracted, one-dimensional palate offers black plum, mature blackberries, oak, vanilla, coffee, and the warmth of noticeable alcohol alongside bracing tannins. Overall, it lacks finesse and nuance.""";
1570;"France,1,2760,""An aristocratic, perfumed wine dominated by delicious Cabernet Franc. Beneath this elegant exterior, there is also power from intensely concentrated fruit and tannins. The wine is already well integrated, the wood only here by feel, balancing so well with the fruit. To finish, sweet fruit and dusty tannins combine easily.""";
1571;"France,3,6450,""This is such a perfumed wine with deceptively soft tannins and great fruit. The acidity is classic for the vintage, with raspberries and intense freshness at the end. It has a fine line of tannins and a life that will go far. Drink from 2022.""";
1572;"South Africa,23,6210,""This wine starts off with an enticing honeycomb and baked apple aroma, followed by secondary accents of baking spice and orange zest. The fully textured mouth is loaded with dried peach and apricot flavors, followed by a nice citrus zip that adds spring to the long finish.""";
1573;"Israel,17,7650,""With aromas of black cherry and smoke, this inky garnet-colored wine features flavors of raspberry, pomegranate, clove, and coffee bean with a whiff of eucalyptus. Modest tannins offer a backdrop for a medley of fruit, spice and herb flavors that come to a head in a bracing finish with a touch of smoke.""";
1574;"Chile,313,40690,""With nonaggressive, lightly oaked aromas of raspberry, tea and spice, this bargain-priced Pinot gets off to a nice start. The palate is bright and has good flow, while flavors of tomato, red plum, raspberry and saline are full but reserved.""";
1575;"Austria,4,3400,""Wonderfully ripe flavors of juicy, yellow pear precede everything. With a little air, the palate gives us the full ultraspicy force of true Grüner: a real hit of freshly ground white pepper, leesy yeast notes and herbal tinges of chervil, arugula and watercress, all bound up in a smooth, concentrated but compact package with lasting, savory length and a seam of freshness.""";
1576;"France,5,4050,""This producer, based on the northern slopes of the Montagne de Reims, has created a tight vintage wine that is still young. With its 70% Pinot Noir it has a dry, almost tannic edge that will soften to bring out the ripe pear and apricot flavors. Drink this impressive wine from 2019.""";
1577;"Portugal,1,7700,""While this wine from a year that was not declared as a vintage, it has sweetness and ripe caramel and toffee character and it does, inevitably, show some age. So the acidity and intense wood flavors are dominant, giving a wine that is dry while still very drinkable. It is a Port that is so concentrated and dense—the distillation of a tawny. Drink this impressive wine now.""";
1578;"Brazil,1,500,""Prune and metallic aromas are not fully integrated and fresh but improve with airing. The palate is heavy and tannic, a touch abrasive in feel, with big berry flavors that hammer away due to fierce tannins. Comes on big with berry fruit but always feels rough.""";
1579;"Spain,15,10350,""This appealing Rioja hits with prune and raisin aromas. On the palate, bulky, grabby tannins are rugged and provide structure to an otherwise very ripe wine. Flavors of coconut, mocha, plum and black currant give this a Mounds bar character. Drink through 2022.""";
1580;"Portugal,288,57600,""Young vines grown at heights of 1,200-feet give a cool character to this Touriga Nacional dominated blend. It is a structured wine, stylish with perfumed fruit flavors that have been smoothed by the oak aging. The wine is ready to drink.""";
1581;"Australia,62,24800,""Yalumba's western outpost has been steadily improving the quality of its wines, and the 2010 21 Barriques represents its top wine to date. The dark fruit flavors are accented by ample amounts of charred oak, but the fruit ultimately wins out. The result is a very drinkable, silky textured wine with a long, toasty finish. Drink now–2020.""";
1582;"Italy,20,14400,""You'll find aromas of mature dark-skinned fruit, cooking spice, tobacco, licorice and a whiff of mocha on this blend of Cabernet Sauvignon, Cabernet Franc, Merlot and Petit Verdot. The delineated palate offers ripe and dried black currants, ground pepper and dark chocolate alongside silky tannins that give it a polished texture. Drink through 2018.""";
1583;"Chile,9,9000,""This is concentrated and stout on the nose, with roasted black-fruit aromas bolstered by coconut, tobacco and cool-earth accents. The palate is thick, rich and layered with black fruit extract and tannin, bearing flavors of dark plum, baked blackberry, savory spice and BBQ sauce. It's smooth, deep and long on the finish, with notes of coffee, vanilla and mocha. A monster wine with class. Drink now through 2018.""";
1584;"New Zealand,31,10850,""To my mind, Te Mata's strength s are in its red wines. That said, this is a solid Chardonnay. Subtle wood shadings add richness to the flavors of mandarin orange and vanilla custard before ending on a persistent citrus-oil note.""";
1585;"Germany,14,6020,""Whiffs of smoke and crushed stone form a veil over concentrated peach and preserved quince in this remarkably nuanced auslese. It's sweet and juicy on the palate and accented with hints of fresh herb. Earthy flavors lend a dark, savory dimension.""";
1586;"Chile,22,13200,""With an opaque purple tint and brawny, gaseous aromas of raw oak, bacon, black olive and blackberry, this old-vine Cabernet is blocky, tannic and bullish. Intense, toasty flavors of herbal blackberry and baked plum finish muscular, blackened, herbal and a touch bitter. Best from 2017–2022.""";
1587;"New Zealand,15,3900,""Vanillan oak notes dominate on this Pinot Noir, originating from Nelson, on the northwest of New Zealand's South Island. Red berry, licorice, and savory olive characters follow, along with chunky tannins and lashings of acidity. Stylistically this is a broody, oaky, powerful expression of Pinot and one that will need food or a few years in bottle for the oak to mellow out. Drink now–2022.""";
1588;"Argentina,21,11550,""Wild berry, licorice and plum aromas are solid but quiet. This Cabernet is built on leathery, tough tannins and roasted, savory flavors of saucy berry and plum. A spunky, savory tasting finish is tomatoey and leathery, with leftover sauciness. Drink through 2020.""";
1589;"Bulgaria,2,560,""This Bulgarian Pinot Noir offers the nose black and red cherries and dried violets. It is well balanced in the mouth with soft, rounded tannins and flavors of dark cherry, cranberry and dried Mediterranean herbs.""";
1590;"Turkey,6,1080,""This wine made from an aromatic indigenous Turkish grape offers a pleasing aroma of honeydew melon and freesia. It is soft on entry and remains smooth on the palate, with flavors of guava, pineapple and rose petal that meld into a soft floral finish.""";
1591;"Spain,27,9180,""Youthful and bouncy right from the get-go. The nose is bright and fruity, with no boundaries to its verve. Lively in the mouth as well, with fresh, forward berry and cherry flavors. A little racy and juvenile, but with lots of high-quality fruit and some aging potential. Drink now through 2011.""";
1592;"Hungary,1,590,""Pretty lavender and violet notes shaded with wax and lanolin scent this delicious, honey-coated wine. Decadently rich with a sunny, bright acidity and elegant tones of tangerine, black tea and heather, it's lip-smackingly good through its long, smooth finish.""";
1593;"France,40,3200,""Unoaked Pinot Noir from Corsica, showing ripe berry flavors, fresh acidity and only light tannins. It's what it says on the label: for casual drinking.""";
1594;"France,1,6300,""This beautiful, rich wine has yellow fruits and is concentrated, tightly textured and conveys a ripe character. The touches of wood are just right, adding spice to the opulent fruitiness. A mineral texture gives some tightness to the aftertaste. Drink from 2024.""";
1595;"Australia,5,2150,""This is firm, dusty and seemingly built for the cellar. Toasty, cedary and chocolaty oak frames dark fruit, yet it remains fresh in character, not dried or overripe. The finish is long, tannic and reminiscent of fine Bordeaux. Try after 2020.""";
1596;"France,1,3550,""Ripe and generous, this floral wine is dense with fruit as much as tannins. It is full of blackberry and plum flavors, ripe while also cut with acidity. The spice that comes from the wood aging shows well, adding a further element. Drink the wine from 2022.""";
1597;"Canada,4,760,""This young wine is still pulling itself together. A small percentage was barrel-fermented, but what dominates are crisp fruit flavors of lime and apple. There's a whiff of flint and cinnamon also, with caramel creaminess rounding out the finish. All good components that need more time to knit together.""";
1598;"Mexico,2,800,""Roasted berry, dry oak, bacon, leather, graphite and spice aromas come together on the nose. It feels jammy, thick and chewy, with full tannins setting up flavors of baked berry and molasses. It finishes similarly, with a rich, full texture and a candied flavor. This is a blend of 80% Cabernet Franc and 10% each Cabernet Sauvignon and Merlot.""";
1599;"US,1230,676500,""Zinfandel fans will celebrate this powerfully ripe, exuberant wine. It's classic Russian River Zin, dry, tannic, heady and enormously rich in black currants, raisins, prunes, beef jerky and exotic baking spices. The finish is so fruity, it's almost sweet, yet is actually quite dry, making it clean and zesty.""";
1600;"Greece,19,4370,""Zippy, fresh aromas of citrus and white fruit lead the nose. Ripe fruit balanced by good acidity and a lingering, luscious finish make this an exemplary Greek pour. Pair with poultry, grilled seafood or enjoy as an apéritif.""";
1601;"France,9,9720,""This wine takes white Châteauneuf-du-Pape to rare heights. Mouthwatering aromas of toasted nuts and pineapple set the stage for a full-bodied, rich, succulent wine experience whose finish lingers. Yet despite the wine's undeniable heft, it never seems overly weighty. Drink this blend of 80% Roussanne and 20% Grenache Blanc over the next couple of years.""";
1602;"France,51,22440,""With a dominance of Clairette in the blend, this wine has a rich, lightly salty character as well as juicy green-plum flavors. It comes from organically grown grapes in one of the small parcels that make up the vineyard. Ripe and fruity with just a tang in the air, it is ready to drink.""";
1603;"Germany,22,12100,""While the nose is plush and tropical, there's elegance and restraint on the palate of this complex dry Riesling. It's delicate in body, yet its honeyed lemon and tangerine flavors are bold and penetrating. The finish is long and edged in steel, with a pleasantly astringent kick of lime zest. Beautiful already, it should improve through the next decade.""";
1604;"Chile,7,3080,""The distinct smell of fresh asphalt along with leather, burnt coffee, charred oak and black cherry make up the nose. In the mouth, this wine is wiry and acidic. Spiced black-plum flavors are peppery, riding a beam of acidity on a finish that could use more weight and tannins for balance. Drink through 2024.""";
1605;"Morocco,1,400,""Dark cherry in the glass, this wine offers aromas of raspberry, chocolate and tobacco. Smooth tannins create a framework for flavors of black cherry, white chocolate, violet and anise. It is soft in the mouth, and an almost warm feeling peels away at the last moment to reveal a burst of cranberry and spice on the finish.""";
1606;"Germany,1,2390,""Hugely sweet and decadent, this is a tour de force of botrytized winemaking. Honeyed citrus aromas are buoyed by hints of perfume and spice, with dried apricot flavors accented by spiced honey. Mouthcoating, rich and impossibly long, this wine should easily age for 40 or more years.""";
1607;"Argentina,1,660,""This driving blend of Malbec with Syrah and Cabernet hails from Argentina's most northern vineyards.Bruising black plum and cassis aromas have mossy, floral sidenotes. It's grapy but not monotone, so you get boysenberry then spice flavors, especially clove. This is toasty on the finish, which has drying tannins.""";
1608;"Chile,6,2040,""This six-grape blend with large amounts of Syrah and Carmenère smells fruity and jumpy, like wet dog fur and candied berry and cherry. The palate is solid, tannic and rubbery, with dark, exotic, offbeat flavors of herbal plum, blackberry and cassis. A toasty finish is solid in feel and gets a boost from residual acidity. Drink through 2020.""";
1609;"South Africa,21,1890,""With 2,000 cases imported, here's a value white composed of 80% Chenin Blanc and 20% Sauvignon Blanc. Green apple flesh and orange rind are lifted by notes of crushed yellow flowers, while green plum flavors flesh out the medium-weight mouth. Drink now.""";
1610;"Italy,4,6760,""This just-released ten-year-old selection opens with inviting aromas of plum, leather, underbrush and tobacco. The approachable enveloping palate doles out mouthfuls of mature black cherry, grilled herb, cured meat, truffle and a hint of licorice framed in supple tannins. It has hit its ideal drinking window so enjoy soon.""";
1611;"Germany,4,31000,""With layers upon layers of spicy saffron, peach, honey and caramel to be enjoyed on the nose alone, this heady botrytized Riesling is pure hedonism. The sweet-tart palate is deft and spry yet deeply lusciously penetrating in flavor. Spine-tingling acidity darts through a honeyed, waxy slick that extends the finish endlessly. It's already a heart-stopping wine but will continue to improve for decades to come.""";
1612;"US,30,29400,""You need to give this 100% Cabernet Sauvignon time in the cellar. It's nowhere near ready, even if you're used to tannins in your reds. It's hard as nails in astringency. This 2006 vintage doesn't have quite the concentration of the ‘05, but there are some lovely black cherry and black currant flavors, and they should begin to blossom in 4 or 5 years.""";
1613;"New Zealand,3,1950,""Supple but structured, this is only the third vintage for Felton Road's Cornish Point Pinot and it is really starting to hit its stride. Touches of hickory smoke and mocha accent the dark plum and savory fruit, finishing long, spicy and with a note of brown-sugar sweetness.""";
1614;"Austria,128,19200,""Yeast, lemon balm and sage notes mingle on the nose. The palate adds saltiness and ample green apple and citrus flavors. The body is slender, its slight spritz further accentuating the fruit freshness. A refreshing summer wine with real verve.""";
1615;"Portugal,287,37310,""You want rich fruit, here it is. The wine is soft, with dense, sweet plum flavors followed by milk chocolate smoothness. Drink now. Screwcap.""";
1616;"France,22,16060,""With its sunset pink color, this is an open, soft, full wine that edges towards dryness, but equally picks out red berry fruits, lifted by forward light acidity. It's young, fruity, with hints of minerality.""";
1617;"Hungary,2,1400,""This Tokaji has heady aromas of gardenia, white flowers, freesia, honey and dried apricots. It is full bodied in the mouth, with flavors of caramelized pineapple, apricot nectar and lemon curd.""";
1618;"Austria,1,1500,""Made from Rosenmuskateller (a pink-tinted grape), this wonderfully perfumed wine is such a curiosity that it can only legally be table wine, a super Austrian. There are flavors of rosehip, ginger and a wondrous freshness.""";
1619;"France,6,360,""Ripe peach and nectarine aromas and flavors are at the forefront of this friendly, approachable Moscato, with touches of melon, pear and sweet orange to round it out. The palate is bright and balanced, with solid stone-fruit and pear flavors that finish fresh and easy.""";
1620;"Greece,1,660,""This is a straightforward but tasty red with a nose of vanilla, herbs and blackberry. Flavors of tomato, herbs and blackberry are integrated and finish fresh. A good everyday pour with an exotic flair.""";
1621;"Canada,1,370,""Bright and polished, with high-toned, lifted raspberry fruit, this pure varietal wine spent 14 months in a mix of French and American oak, 40% new. Raspberries, red cherries, red licorice, sandalwood and vanilla oak flavors compound and remain tightly bound and expressive through a lingering finish.""";
1622;"Turkey,7,1190,""This wine features a bouquet of blackberry, toffee and mocha. It is very soft in the mouth, with flavors of blackberry, blueberry and vanilla and a nice tart finish.""";
1623;"New Zealand,8,7200,""The style at Martinborough Vineyards has always been geared toward aging, and this 2011 is still remarkably fresh. Floral and cherry notes lead the way, backed by tart acids and firm tannins. Worth stashing away until 2018.""";
1624;"Portugal,69,19320,""Wood fermentation still allows the Arinto grape to retain its natural crispness. At the same time, it gives it a perfumed spicy character that enhances the juiciness of the wine and brings out the zesty texture. It's fruity, fresh and ready to drink.""";
1625;"Germany,72,20160,""Zesty, waxy aromas of lime peels and crushed stones belie the bright grapefruit and tangerine flavors in this dry, yet deeply mineral-laden Riesling. It's softly textured on the palate, with bright yet lenient acidity that leads into a lingering lemon-lime finish.""";
1626;"Portugal,1,3200,""Old gold in color, this is a really mature Colheita from a great vintage Port year. It shows a firm structure that brings out its dry character along with its dense mature flavors, its spicy wood and its great concentration. As it develops in the glass, rich fruitiness comes through to add to the old wood flavors. This is a wine to savor slowly, a real meditation wine that demands attention.""";
1627;"Slovenia,3,510,""This Slovenian sparkling wine is made from 100% Ribolla Gialla in the Charmat method. It has aromas of green apple, brioche, toast and hazelnut. In the mouth, the bubbles are pleasant and prepare your palate for flavors of apple, hazelnut and toasted almond.""";
1628;"New Zealand,6,2760,""Usually the bigger, more opulent of the Kumeu River Chardonnays, the 2015 version of the Coddington is medium to full in weight, but strikingly focused and vibrant. Bacony smoke notes frame white peach flavors, finishing long.""";
1629;"Hungary,1,790,""A beautiful wine with unfolding aromas of orange peel, honey, vanilla and spice, with a viscous mélange of honey, spice and citrus on the palate. Elegant and flinty, with a luxurious finish.""";
1630;"Romania,3,840,""This wine is a blend of 40% Merlot, 35% Feteasca Neagra and 25% Cabernet Sauvignon. The bouquet is an intricate jumble of saddle leather, cigar box, black plum and spice that girds the taste buds for spice-heavy flavors of mace, anise and clove with a firm backing of tart cherry.""";
1631;"Czech Republic,4,600,""This dry Riesling offers rich floral aromas of lilies and freesia. Soft floral notes continue on the palate, where they are joined by stronger flavors of citrus, honey and roasted hazelnut.""";
1632;"Chile,12,3840,""Yellow tinted, which announces that this wine was barrel aged. And that barrel character is huge on the nose, which smells of raw oak, vanilla and dried cheese. Feels creamy, but the acidity is lively as well. Shows flashes of brilliance but also fights to absorb all the wood that's been thrown at it. A quality wine but definitely not for everyone.""";
1633;"New Zealand,14,4480,""Unabashedly New World in style, Peregrine's 2009 combines lusty fruit with ample oak accents to create a moderately complex, silky-textured Pinot  Noir. The cherry fruit is accented by hints of vanilla, graham cracker and a delicate wreath of smoked meat. Drink now–2017.""";
1634;"South Africa,1,580,""Another entry from Sadie's Old Vine Series, this Cinsault leads with wild, earthy aromas of game and savory herbs like sage, bay leaf and rooibos tea that are layered atop the red currant and tart cherry fruit tones. There's a touch of sharpness to the palate, with bright acidity and fine tannins that frame the sour cherry, rhubarb and citrus fruit. Enjoy through 2017.""";
1635;"Georgia,2,220,""This semi-dry Saperavi offers a bouquet of blueberry, geranium leaf and white chocolate. It is well-rounded on the palate, with flavors of blackberry, strawberry, anise, chocolate and violet. Strong tannins do not overtake the sense of brightness that remains on the tongue from entry to finish.""";
1636;"Austria,9,4680,""Though Grüner doesn't have a reputation in Austria for ice wine as do other varieties, based on the strength of this wine, maybe it should. It has a great balance between toffee sweetness and high acidity, the intensity softened and broadened by spice and toffee.""";
1637;"Argentina,2,1160,""Ripe, toasty, smoky aromas of blackberry, cassis, licorice and prune are gritty. This is big, tannic and blocky, with tartaric scrape. Flavors of blackberry, cassis, raw oak, licorice and spice finish with notes of toast, chocolate and baking spices. Drink this full-bodied, jammy blend of Malbec and four other red grapes through 2020.""";
1638;"US,5,4600,""Some superripe notes give this wine a raisin-skin bitterness, but there's no denying its immediate lushness. Softly tannic, it has fantastic flavors of black currants and sweet toasted oak. If you drink it now, give it a few hours in the decanter.""";
1639;"Austria,124,23560,""Zesty, fresh tangerine and grapefruit notes show on the nose of this textbook dry Riesling. The palate brings those fresh, aromatic citrus elements into full force. Though slender and streamlined in body, it's full of life, vibrant juiciness and verve.""";
1640;"Australia,63,22050,""Yes, the same Jacob's Creek that turns out vast quantities of drink-me-now wines at sub-$10 price points also makes this age-worthy Cabernet from Coonawarra fruit. The 2008 is a harmonious wine, blending notes of cassis, cigar box and vanilla into a richly textured, fairly tannic whole. Give it 4–5 years in the cellar.""";
1641;"Italy,1,2930,""It's safe to say that Gianfranco Soldera's style is only appreciated and understood by Brunello purists. The wines are as thorny and complex as the argumentative, cantankerous man who makes them. For one, this wine has big volatility but the magic here is that those pungent direct aromas translate into bright aromatic vibrancy and buoyancy. In fact, its intensity and the careful balance between acidity and structure is unmatched.""";
1642;"Moldova,1,290,""This red blend from Moldova is composed of 70% Feteasca Neagra and 30% Cabernet Sauvignon. It has scents of black pepper, black plum juice and a whiff of jalapeño. In the mouth there are flavors of dried plum, cinnamon, clove and persistent sweet tannins in the finish.""";
1643;"Spain,133,10640,""Zesty on the nose and pulsing with white-fruit aromas, and that opening is backed by a spritzy, lively body that brings lemon-lime and soda-like flavors. Melony and green on the finish, and good overall in a simple, tropical sort of way.""";
1644;"Georgia,9,1350,""The color of dark rubies, this wine has a nose of blackberry, strawberry and aniseed. There is a good balance of acidity and supple tannins, with flavors of blackberry, black cherry, fennel bulb, roasted red pepper and thyme and a smooth bright finish.""";
1645;"Portugal,11,12100,""Young and with great potential., this is a powerful, firmly tannic wine, full of wood-aging flavors. It is The dark tannins are lifted by a juicy edge that will be attractive as the wine develops although the wood needs time to soften. Drink from 2021.""";
1646;"Spain,1,1800,""Beautifully composed, with power and just as much precision and pizzazz. The nose offers lightly baked berry fruit notes, leather and spice, while the palate is loaded with tobacco, exotic spices and the finest natural berry flavors Spain has to offer. Smooth, elegant, finessed and potent, with integrated tannins and bold acidity that will keep it going for at least a decade. Drink from 2012 through 2018.""";
1647;"Portugal,4,1960,""The Madeira regulations say that 10-years old is the age of the youngest part of the blend. So this richly sweet Malmsey contains many older wines. These are shown in the old gold color, the proper citrus acidity and the dryness that goes with wood aging. At the end, though, the liquid honey flavors are dominant.""";
1648;"Italy,2,2660,""Truffle, leather, scorched earth, menthol and steeped plum aromas lead the way on this full-bodied red. The brawny palate offers dried black cherry steeped in spirits, blackberry confiture, licorice, cinnamon and mocha alongside a backbone of fine-grained tannins. You can barely detect the warmth of alcohol on the finish. Give it a few more years to fully come together. Drink 2018–2026.""";
1649;"New Zealand,3,240,""This is an easy-drinking quaffer, the kind most people think of when they hear Riesling. It's off dry but well balanced, with slightly broad melon and peach notes. A nice patio sipper for summer 2011.""";
1650;"Greece,1,590,""This Merlot from one of Greece's most exciting producers offers aromas of plum, black cherry and vanilla on the nose, followed by smooth, integrated flavors of black fruit, cinnamon, pepper and a spin of mint on the finish. Layered and elegant, with good acidity for food pairing.""";
1651;"Chile,4,200,""More than decent";" this is a casein point."""
1652;"Italy,7,7490,""Tight and focused, this opens with aromas of wild berry, red rose, culinary spice and a whisper of menthol. Chiseled and austere, the palate offers sour cherry, pomegranate, white pepper and a hint of anise. Youthfully assertive fine-grained tannins and bright acidity provide the framework. Give it time to soften and fully develop. Drink 2023–2033.""";
1653;"France,11,33000,""Very pure Chardonnay from the heart of the Côte de Blancs. It has all the minerality of the vintage while also boasting tropical fruit flavors. It's already a delicious wine, with its tight edge of acidity, but could certainly age.""";
1654;"New Zealand,57,7410,""With vegetal notes taking center stage, this wine smells of green beans and grass over subtle notes of citrus, grapefruit and melon rind. It really comes alive on the palate: Notes of lemon-lime popsicle and green herbs are accompanied by a spritzy texture that make it perfect for easy sipping.""";
1655;"Spain,7,8750,""This is a deep, layered, tannic Tempranillo from an intense vintage. Its blackberry, black plum and cedar aromas are broad and lush. Chocolaty oak flavors enwrap its ripe blackberry fruit, remaining rich and long on the finish. Drink 2018–2026.""";
1656;"Italy,40,22800,""Very distinctive and unique in terms of its aromatic delivery, this beautiful Barbaresco boasts complex layers of licorice, root beer and white cherry that help support a lively vertical lift. A light ruby appearance is followed by tight astringency and crushed black pepper. Pajoré plays the elegance card very well.""";
1657;"Morocco,3,750,""This wine has a bouquet of raspberry, tart cherry and menthol. A medley of fruit and cooling herb flavors—in particular black cherry, cassis, mint and menthol with a hint of juniper berry—fills the mouth. Tannins are smooth and soft and the bright finish is marked with a touch of menthol.""";
1658;"Bulgaria,1,1000,""Ruby red in the glass, this blend is composed of 80% Merlot, 14% Syrah, 4% Cabernet Sauvignon and 2% Petit Verdot. Aromas suggest cherry, blackberry, and a touch of new saddle leather. In the mouth, flavors of fresh black cherry and tart cherry prevail, with fine tannins in the persistent finish.""";
1659;"Chile,10,9500,""This iconic Chilean Cabernet is firm on the nose, with cola, cassis, cherry and leather aromas. It's racy, juicy and powerful, with flavors of cassis, blackberry, plum, nutmeg and coffee that swim in harmony. This is big, but also elegant and clean. Drink through 2019.""";
1660;"Greece,29,5800,""This wine starts with a soft nose of rose, tropical fruit and a touch of spice. Its flavors of citrus and spice are complex but buoyed by a laser focused minerality. Elegant and classic, and worthy of aging.""";
1661;"Spain,1,2270,""Gorgeous from head to toe, this saturated Toro heavyweight sets a new bar for this winery and the region as a whole. Ribald blackberry aromas are toasty and carry a strong note of crushed stones. Cassis, black plum and blackberry flavors are complex and inspired, while the finish tastes of chocolaty oak, blackened toast and a black-fruit potpourri supported by just the right amount of acidity. Drink from 2017–2030.""";
1662;"Australia,5,6000,""This is a McLaren Vale classic, produced from vines planted in 1892. It's a full-bodied, chewy style that marries cedar and mint to deep, plummy fruit. Like many of the big-name Australian Shirazes, this doesn't require cellaring, but will reward it, at least through 2020.""";
1663;"Chile,52,3640,""Yeasty, melony and smelling like yellow mustard, this Moscato is generally unappealing. Spritzy (but barely) on the palate, it has flavors of canned pineapple and mango, with a cloying finish.""";
1664;"Australia,8,6400,""This wine is fleshy and seductive, with irresistible layers of smoke, mint and plum. It's full bodied, creamy textured and lush, staying supple through the long, charming finish. Drink now through 2025.""";
1665;"Croatia,1,330,""This 100% Teran from Istria has aromas of blueberry, cherry, vanilla and a touch of dried Mediterranean herbs. It's full bodied in the mouth with flavors of black cherry, blueberry and tobacco leaf. The tannins are soft and rounded with a elegant finish.""";
1666;"France,47,26790,""With 80% Chardonnay barrel-fermented and 20% Pinot Noir from vat, this prestige cuvée is ripe, with the fruit softening towards a more mature character. A tang of orange zest gives a crisp texture that contrasts with the spicy, rich aftertaste. The wine from the family's small vineyards in the Marne Valley is still developing";
1667;"Uruguay,4,480,""Odd aromas of burnt peanut and clove blend with murky fruit scents. This is raw and pulling on the palate, while clove and other oak-based flavors are front and center. Resiny oak and leftover clove notes push a hard finish. If you don't like clove, subtract a point or two from the score.""";
1668;"New Zealand,12,7200,""This is a muscular wine. Intensely colored and redolent of superripe fruit, it nevertheless remains firm and structured from start to long, dusty finish. It's almost grapy in its intensity, but also hints at coffee and cocoa along the way. Drink it now if you like your Pinots big and bold, or hold it through 2020.""";
1669;"France,9,10170,""This wine is rich, firmly structured while also full of dense black fruits. It comes from one of the top premier-cru vineyards in the appellation, well situated halfway up the slope, facing east. The wine will develop slowly as the ripe fruit comes through the structure. Drink from 2021.""";
1670;"Lebanon,5,1250,""This medium-straw-colored wine is a blend of 40% Muscat, 30% Viognier, 15% Sémillon and 15% Sauvignon Blanc. Lemon-lime aromas with touches of petrol set the stage for flavors of lemon-lime sorbet, rose petal and jasmine. It is very soft on the palate, with citrus playing second fiddle to floral flavors.""";
1671;"Austria,1,980,""The vanilla spice and smokiness of new oak dominates the nose, the palate however is subtle and smooth where dark berry fruit is edged by smoky spice. The fine tannins are still a little drying but there is an underlying juiciness that just spells joy in an elegant fashion. Ready to drink now.""";
1672;"France,4,200,""This is a jammy and fruit-forward selection, with direct aromas and flavors of red cherry, berry and plum that are lifted by a hint of menthol. The smooth, easygoing palate offers light tannins and fleshy fruit flavors, followed by a clean but fleeting finish.""";
1673;"Bulgaria,1,180,""A blend of 70% Merlot and 30% Syrah this garnet-colored wine has aromas of bright cherry, blackberry and dried oregano. In the mouth, there are flavors of cherry and dried Mediterranean herbs. The tannins are pleasantly astringent and the finish is persistent.""";
1674;"Spain,1,1380,""Varietal Graciano will never fit into the mold of “tried and true,” but this 2004 from top-level producer Contino shows the grape in its most positive light. The nose is natural, with hints of cola and ripe berries. The feel is brawny and intense, with semi-searing acids offset by ripe tannins. Finishes well, with a cleansing wave of red fruit and citrusy flavors. More of a novelty than anything, but a fine wine in and of itself.""";
1675;"France,2,6080,""Very opulent, very rich, this is a complex, structured wine packed with fruit and brooding tannins. It is already rich, and will develop into a beautifully intense, concentrated and generous wine.""";
1676;"US,518,139860,""Zinfandel is not usually a wine you have to age, but this one does need four years or so in the cellar. It's bone dry and quite good, with classic wild berry, tobacco, grilled meat and spice flavors, but it's pretty tannic. Has the depth and balance to blossom by, say, 2015.""";
1677;"Spain,1,1160,""Always one of Spain's best bubblies, this is precise and dry, with a dusty apple aroma and only a bit of yeast on the bouquet. It feels expansive and rich, with cutting acidity that's offset by yeasty cream, toast and butterscotch flavors. Juicy and generous at the same time.""";
1678;"Austria,3,3090,""When it becomes a sweet wine, Chardonnay's natural richness shows immensely. This wine has orange and crystallized orange flavors along with intense concentration. A smooth texture is given just the right lift by acidity.""";
1679;"Canada,12,6000,""Wow, is this sweet—tooth-achingly sweet. The aromas and flavors are relatively pure and free of botrytis";
1680;"US,232,76560,""Zesty, peppery green notes lend freshness to ripe blackberry aromas on this zippy Cabernet Franc. It's crisp and quaffable yet elegant and serious, framed squarely with fine, firm tannins.""";
1681;"South Africa,1,490,""Big, bold, savory and herbal, this complex Cab starts with aromas of black cherry, cedar and vanilla, rolling out into rich waves of cedar, blackcurrant, herbs and spice.  Masculine and ageable, the wine has a stylish but strudy character and a lingering pepper finish. A wine for the cellar, or to drink now with a juicy steak.""";
